PlayerID,Season,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
8ffa31957c,2020-2021,0.21,0.52,0.73,0.21,0.73,0.07,0.35,0.42,0.07,0.42
171c4f1d55,2020-2021,0.00,0.00,0.00,0.00,0.00,1.94,0.00,1.94,1.94,1.94
fe4e195cbb,2020-2021,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
10d988c585,2020-2021,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.31,0.31,0.31
24acd536ba,2020-2021,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.05,0.04,0.05
c4f58e4abb,2020-2021,0.53,0.00,0.53,0.46,0.46,0.45,0.04,0.49,0.40,0.44
2d5293eded,2020-2021,0.00,0.05,0.05,0.00,0.05,0.03,0.10,0.13,0.03,0.13
f1aa5b1997,2020-2021,0.00,3.10,3.10,0.00,3.10,0.00,0.19,0.19,0.00,0.19
5bcadfa303,2020-2021,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
b3876a4130,2020-2021,0.13,0.00,0.13,0.04,0.04,0.16,0.03,0.19,0.09,0.12
6821d4ade1,2020-2021,0.15,0.11,0.26,0.15,0.26,0.10,0.12,0.22,0.10,0.22
ce4439656a,2020-2021,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.43,0.00,0.43
ed955379b7,2020-2021,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08
f511b01ef2,2020-2021,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
38dd430714,2020-2021,0.42,0.00,0.42,0.42,0.42,0.21,0.19,0.40,0.21,0.40
7af320021e,2020-2021,0.07,0.00,0.07,0.07,0.07,0.15,0.04,0.19,0.15,0.19
bf27c2984f,2020-2021,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12
e520124052,2020-2021,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08
928335616f,2020-2021,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.04,0.03,0.04
d949a34317,2020-2021,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
d3bfa57364,2020-2021,0.28,0.24,0.52,0.17,0.42,0.30,0.26,0.55,0.21,0.47
5423ad129a,2020-2021,0.14,0.09,0.23,0.14,0.23,0.10,0.17,0.27,0.10,0.27
81aec46d01,2020-2021,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2c2acbcfae,2020-2021,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
c7e1e22c55,2020-2021,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.13,0.03,0.13
326faea29e,2020-2021,0.00,0.05,0.05,0.00,0.05,0.03,0.06,0.09,0.03,0.09
0b4feb04d0,2020-2021,0.05,0.00,0.05,0.05,0.05,0.03,0.05,0.08,0.03,0.08
d50af25157,2020-2021,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.31,0.31,0.31
24295715bd,2020-2021,0.00,0.00,0.00,0.00,0.00,0.18,0.24,0.42,0.18,0.42
e3f4737235,2020-2021,0.00,0.16,0.16,0.00,0.16,0.01,0.06,0.07,0.01,0.07
fea8c35206,2020-2021,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
18d493f94a,2020-2021,0.45,0.27,0.72,0.45,0.72,0.32,0.17,0.49,0.32,0.49
6fb0c647eb,2020-2021,0.08,0.00,0.08,0.08,0.08,0.02,0.01,0.03,0.02,0.03
c1a3844488,2020-2021,0.62,0.00,0.62,0.62,0.62,0.16,0.02,0.18,0.16,0.18
1afb09ec25,2020-2021,0.00,0.19,0.19,0.00,0.19,0.15,0.01,0.16,0.15,0.16
c101a6c806,2020-2021,0.05,0.09,0.14,0.05,0.14,0.06,0.10,0.16,0.06,0.16
ce8b8f4a70,2020-2021,0.15,0.00,0.15,0.00,0.00,0.27,0.17,0.44,0.16,0.33
33ec44aaf5,2020-2021,0.06,0.06,0.13,0.06,0.13,0.04,0.10,0.14,0.04,0.14
18212ccc29,2020-2021,0.14,0.00,0.14,0.14,0.14,0.03,0.00,0.03,0.03,0.03
8fbb10b059,2020-2021,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
4b031ea521,2020-2021,0.17,0.31,0.48,0.14,0.44,0.18,0.27,0.45,0.15,0.43
46433a1fab,2020-2021,0.28,0.05,0.33,0.28,0.33,0.25,0.12,0.37,0.25,0.37
4e2d99c05f,2020-2021,0.23,0.11,0.34,0.23,0.34,0.28,0.14,0.42,0.28,0.42
d06ccf6eb6,2020-2021,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10
9b52491c49,2020-2021,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
61108ef2be,2020-2021,0.08,0.00,0.08,0.08,0.08,0.06,0.01,0.07,0.06,0.07
636775d485,2020-2021,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33b8d31d8a,2020-2021,0.13,0.13,0.26,0.13,0.26,0.20,0.11,0.31,0.20,0.31
993066b82d,2020-2021,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2a5f556b6e,2020-2021,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9fcc635e45,2020-2021,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.09,0.01,0.09
9aec28b3a1,2020-2021,0.00,0.18,0.18,0.00,0.18,0.04,0.08,0.12,0.04,0.12
65e5e2effe,2020-2021,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
db09f9f0b3,2020-2021,0.07,0.00,0.07,0.07,0.07,0.06,0.08,0.14,0.06,0.14
e8abae0c4c,2020-2021,0.00,0.23,0.23,0.00,0.23,0.01,0.23,0.24,0.01,0.24
c91d0f8cf4,2020-2021,0.05,0.00,0.05,0.05,0.05,0.07,0.00,0.07,0.07,0.07
c617136dc9,2020-2021,0.11,0.16,0.26,0.11,0.26,0.19,0.14,0.33,0.19,0.33
4168a7f5e3,2020-2021,0.64,0.23,0.87,0.61,0.83,0.61,0.20,0.80,0.52,0.71
146bdb3266,2020-2021,0.00,0.00,0.00,0.00,0.00,0.07,0.10,0.17,0.07,0.17
1c439efdd2,2021-2022,0.95,0.00,0.95,0.95,0.95,0.81,0.13,0.93,0.81,0.93
a5f5403516,2021-2022,0.16,0.00,0.16,0.16,0.16,0.11,0.03,0.14,0.11,0.14
301e7d2f09,2021-2022,0.00,0.00,0.00,0.00,0.00,0.19,0.20,0.39,0.19,0.39
9c0cc3cebc,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
994f5e00b2,2021-2022,0.28,0.00,0.28,0.28,0.28,0.04,0.26,0.29,0.04,0.29
8ab854fea9,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
e955535292,2021-2022,0.16,0.00,0.16,0.16,0.16,0.07,0.04,0.12,0.07,0.12
7e7b0c2749,2021-2022,0.55,0.55,1.10,0.55,1.10,0.68,0.35,1.03,0.68,1.03
9da939bfa9,2021-2022,0.00,0.00,0.00,0.00,0.00,0.29,0.03,0.32,0.29,0.32
63635d0c4e,2021-2022,0.00,0.00,0.00,0.00,0.00,0.01,0.11,0.12,0.01,0.12
3c14cac50d,2021-2022,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
e942fc1b92,2021-2022,0.06,0.06,0.12,0.06,0.12,0.05,0.05,0.09,0.05,0.09
51d0b0a1f0,2021-2022,0.22,0.00,0.22,0.15,0.15,0.23,0.10,0.33,0.18,0.28
6e125c8be8,2021-2022,0.00,0.08,0.08,0.00,0.08,0.03,0.05,0.08,0.03,0.08
76140659f3,2021-2022,0.24,0.12,0.36,0.24,0.36,0.23,0.14,0.37,0.23,0.37
2e7e59a3dd,2021-2022,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21
629b725942,2021-2022,0.08,0.15,0.23,0.08,0.23,0.16,0.14,0.29,0.16,0.29
0d63b53258,2021-2022,0.39,0.24,0.63,0.39,0.63,0.37,0.24,0.61,0.37,0.61
9d4809e2d3,2021-2022,0.04,0.00,0.04,0.04,0.04,0.02,0.02,0.04,0.02,0.04
dcd52c32f5,2021-2022,0.69,0.00,0.69,0.69,0.69,0.95,0.05,1.00,0.95,1.00
eec491a351,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01e2a2d967,2021-2022,0.00,0.16,0.16,0.00,0.16,0.03,0.08,0.11,0.03,0.11
2c5bbd42e6,2021-2022,0.24,0.16,0.40,0.24,0.40,0.19,0.25,0.44,0.19,0.44
4cf5e755e0,2021-2022,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08
61ddd70fe4,2021-2022,0.12,0.12,0.23,0.12,0.23,0.13,0.09,0.22,0.13,0.22
30f09110d0,2021-2022,0.08,0.08,0.15,0.08,0.15,0.19,0.11,0.29,0.19,0.29
ce98848600,2021-2022,0.00,0.00,0.00,0.00,0.00,0.23,0.03,0.26,0.23,0.26
54976a0cfa,2021-2022,0.00,0.11,0.11,0.00,0.11,0.01,0.05,0.06,0.01,0.06
2250e252ed,2021-2022,0.21,0.15,0.36,0.21,0.36,0.17,0.26,0.43,0.17,0.43
7a034b2482,2021-2022,0.37,0.00,0.37,0.37,0.37,0.19,0.06,0.25,0.19,0.25
3cb4e35afd,2021-2022,0.05,0.00,0.05,0.05,0.05,0.07,0.05,0.12,0.07,0.12
b36101c7a7,2021-2022,0.00,0.00,0.00,0.00,0.00,0.02,0.21,0.23,0.02,0.23
d52e71afdb,2021-2022,0.00,0.07,0.07,0.00,0.07,0.01,0.02,0.04,0.01,0.04
55ce5cf199,2021-2022,0.09,0.19,0.28,0.09,0.28,0.14,0.12,0.26,0.14,0.26
f8bffe7f65,2021-2022,0.05,0.00,0.05,0.05,0.05,0.04,0.02,0.07,0.04,0.07
9ade8a73ee,2021-2022,0.04,0.00,0.04,0.04,0.04,0.04,0.07,0.11,0.04,0.11
3605fff7f6,2021-2022,0.32,0.00,0.32,0.32,0.32,0.47,0.02,0.49,0.47,0.49
7e56c8c994,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3b0a80a259,2021-2022,0.00,0.70,0.70,0.00,0.70,0.13,0.26,0.39,0.00,0.26
2dd19ce746,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31c490d540,2021-2022,0.00,0.00,0.00,0.00,0.00,0.91,0.05,0.96,0.91,0.96
1c41fcf319,2021-2022,0.05,0.10,0.14,0.05,0.14,0.13,0.15,0.28,0.13,0.28
d6c9ebadde,2021-2022,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.22,0.11,0.22
984df7bf8d,2021-2022,0.15,0.00,0.15,0.15,0.15,0.15,0.05,0.20,0.15,0.20
4b01377c55,2021-2022,0.27,0.36,0.64,0.18,0.55,0.41,0.31,0.72,0.24,0.55
8a6bf62352,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2456984db3,2021-2022,0.00,0.04,0.04,0.00,0.04,0.01,0.03,0.04,0.01,0.04
620019f0cb,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
d2757d2747,2021-2022,0.06,0.00,0.06,0.06,0.06,0.17,0.03,0.19,0.17,0.19
b31b35a0fa,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0169025efb,2021-2022,0.48,0.10,0.57,0.43,0.52,0.52,0.18,0.70,0.48,0.66
a40980ea08,2021-2022,0.00,0.00,0.00,0.00,0.00,0.11,0.15,0.26,0.11,0.26
55a3c6833e,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
5cc6a5c72c,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
cec9bd5828,2021-2022,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.05,0.03,0.05
42af3e10ad,2021-2022,0.00,0.05,0.05,0.00,0.05,0.02,0.07,0.09,0.02,0.09
63eb1d9507,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
f6fae33417,2021-2022,0.25,0.18,0.43,0.11,0.28,0.21,0.22,0.44,0.07,0.30
f71a6a0a81,2021-2022,0.29,0.00,0.29,0.29,0.29,0.51,0.06,0.56,0.51,0.56
4e4d5f3104,2021-2022,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
d17250d47e,2021-2022,0.00,0.00,0.00,0.00,0.00,0.17,0.14,0.32,0.17,0.32
c3af1b6857,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0b342ef60c,2021-2022,0.15,0.00,0.15,0.15,0.15,0.06,0.00,0.06,0.06,0.06
32c90204fc,2021-2022,0.00,0.09,0.09,0.00,0.09,0.03,0.13,0.15,0.03,0.15
d65bb7cea7,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5c6913e918,2021-2022,0.00,0.00,0.00,0.00,0.00,0.12,0.05,0.17,0.12,0.17
96e2a75fcf,2021-2022,0.00,0.13,0.13,0.00,0.13,0.07,0.09,0.15,0.07,0.15
ec27141d6e,2021-2022,0.18,0.18,0.37,0.18,0.37,0.15,0.21,0.36,0.15,0.36
cf5435c3ad,2021-2022,0.12,0.12,0.24,0.12,0.24,0.08,0.18,0.26,0.08,0.26
db469fa28c,2021-2022,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
edb902adc6,2021-2022,0.00,0.00,0.00,0.00,0.00,0.20,0.07,0.27,0.20,0.27
968f2563b7,2021-2022,0.00,0.00,0.00,0.00,0.00,0.30,0.13,0.42,0.30,0.42
27c9409e5c,2021-2022,0.05,0.10,0.15,0.05,0.15,0.11,0.08,0.19,0.11,0.19
ac4e823a56,2021-2022,0.15,0.00,0.15,0.15,0.15,0.12,0.28,0.40,0.12,0.40
5c2513ca7a,2021-2022,0.14,0.23,0.36,0.14,0.36,0.16,0.20,0.36,0.15,0.36
04ef28e19b,2021-2022,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
aa6820c61d,2021-2022,0.00,0.06,0.06,0.00,0.06,0.02,0.04,0.06,0.02,0.06
0b276aff4b,2021-2022,0.00,0.63,0.63,0.00,0.63,0.07,0.39,0.46,0.07,0.46
bd7d4ea877,2021-2022,0.00,0.08,0.08,0.00,0.08,0.14,0.08,0.22,0.13,0.21
db968e4d98,2021-2022,0.42,0.00,0.42,0.42,0.42,0.25,0.09,0.34,0.25,0.34
0245837dbe,2021-2022,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
a1a9ee9cf9,2021-2022,0.05,0.10,0.14,0.05,0.14,0.02,0.07,0.10,0.02,0.10
a50f724c8c,2021-2022,0.00,0.00,0.00,0.00,0.00,5.18,0.00,5.18,5.18,5.18
84b4050460,2021-2022,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04
ca162dd78d,2021-2022,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.14,0.02,0.14
1e01fc48ba,2021-2022,0.06,0.00,0.06,0.06,0.06,0.14,0.01,0.15,0.14,0.15
e52198347e,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
c4cb8472c4,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
482be079ab,2021-2022,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.08,0.07,0.08
55c91d9d0f,2021-2022,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.11,0.02,0.11
7bf078f494,2021-2022,0.52,0.32,0.85,0.52,0.85,0.36,0.17,0.52,0.36,0.52
1d52e26b8c,2021-2022,0.12,0.04,0.15,0.12,0.15,0.03,0.18,0.22,0.03,0.22
2c540ca546,2021-2022,0.11,0.07,0.18,0.11,0.18,0.04,0.09,0.13,0.04,0.13
b8a92ce896,2021-2022,0.00,0.00,0.00,0.00,0.00,0.08,0.10,0.18,0.08,0.18
12fe7f9bdc,2021-2022,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.36,0.36,0.36
c13874ba87,2021-2022,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09
20d7b42846,2021-2022,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
547355c8b5,2021-2022,0.07,0.00,0.07,0.07,0.07,0.10,0.05,0.14,0.10,0.14
e81f768e6c,2021-2022,0.00,0.04,0.04,0.00,0.04,0.02,0.07,0.09,0.02,0.09
d6b8057dfe,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
500d04558d,2021-2022,0.46,0.20,0.66,0.46,0.66,0.40,0.31,0.71,0.40,0.71
55701804bb,2021-2022,0.04,0.04,0.07,0.04,0.07,0.05,0.06,0.11,0.05,0.11
c85c400a72,2021-2022,0.24,0.12,0.36,0.24,0.36,0.10,0.12,0.22,0.10,0.22
875e9dc809,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ffc269d136,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6520977396,2021-2022,0.13,0.13,0.25,0.13,0.25,0.09,0.06,0.15,0.09,0.15
5de4c8dbe1,2021-2022,0.20,0.00,0.20,0.20,0.20,0.13,0.03,0.17,0.13,0.17
f286d5be89,2021-2022,0.17,0.03,0.20,0.14,0.17,0.13,0.06,0.19,0.08,0.14
a8d91ca7f5,2021-2022,0.00,0.06,0.06,0.00,0.06,0.02,0.03,0.05,0.02,0.05
94d95dcdd1,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
520da0c307,2021-2022,0.00,0.07,0.07,0.00,0.07,0.04,0.03,0.07,0.04,0.07
bd0ac21f1f,2021-2022,0.11,0.00,0.11,0.11,0.11,0.09,0.00,0.09,0.09,0.09
9de4abb264,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
a037f5e7b6,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
f91826d6f7,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
741b69c23d,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17c0e01a2c,2021-2022,0.10,0.00,0.10,0.10,0.10,0.21,0.10,0.31,0.21,0.31
767b49b971,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
46747b2b49,2021-2022,0.42,0.00,0.42,0.42,0.42,0.59,0.14,0.72,0.59,0.72
a9f0f345ea,2021-2022,0.00,0.00,0.00,0.00,0.00,0.09,0.15,0.24,0.09,0.24
54de0c8236,2021-2022,0.50,0.15,0.65,0.50,0.65,0.63,0.20,0.83,0.59,0.79
ee56660f19,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6a5dac1e90,2021-2022,0.00,0.00,0.00,0.00,0.00,0.04,0.20,0.25,0.04,0.25
4aa0fe0466,2021-2022,0.00,0.73,0.73,0.00,0.73,0.57,0.92,1.49,0.57,1.49
b40bc9d3f5,2021-2022,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
0a84f07120,2021-2022,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
7d9ddc05ab,2021-2022,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
76b1ac87aa,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32424aedb0,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1801e524ba,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08
40dc37877a,2021-2022,0.20,0.00,0.20,0.20,0.20,0.09,0.05,0.14,0.09,0.14
8dd1f5ac65,2021-2022,0.10,0.38,0.48,0.10,0.48,0.09,0.27,0.36,0.09,0.36
3d3dd91720,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.76,0.00,0.76
ce6b6a48c4,2021-2022,0.00,0.00,0.00,0.00,0.00,0.17,0.02,0.19,0.17,0.19
d23c389e50,2021-2022,0.98,0.00,0.98,0.82,0.82,0.86,0.16,1.02,0.74,0.90
fdba9bcf5c,2021-2022,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09
75ecb3e6b1,2021-2022,0.00,0.00,0.00,0.00,0.00,0.07,0.11,0.18,0.07,0.18
d984b6d17d,2021-2022,0.46,0.00,0.46,0.46,0.46,0.39,0.16,0.55,0.39,0.55
f9460361b5,2021-2022,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
44da3655fd,2021-2022,0.47,0.00,0.47,0.47,0.47,0.43,0.09,0.52,0.31,0.39
49c2d5573d,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ca43c908c9,2021-2022,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
605dedb17a,2021-2022,0.00,0.06,0.06,0.00,0.06,0.05,0.04,0.09,0.05,0.09
44c5ef26ec,2021-2022,0.05,0.00,0.05,0.00,0.00,0.08,0.00,0.08,0.04,0.04
d675aaf149,2021-2022,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.15,0.07,0.15
c050f6ab8e,2021-2022,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
02cc074bdf,2021-2022,0.13,0.00,0.13,0.13,0.13,0.15,0.24,0.39,0.15,0.39
6f404aec8a,2021-2022,0.00,0.34,0.34,0.00,0.34,0.21,0.23,0.43,0.21,0.43
8d30937111,2021-2022,0.00,0.12,0.12,0.00,0.12,0.06,0.23,0.29,0.06,0.29
24f79b6568,2021-2022,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
39574b1c8e,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20a97195a3,2021-2022,0.21,0.00,0.21,0.21,0.21,0.21,0.05,0.26,0.21,0.26
c0165f5255,2021-2022,0.14,0.00,0.14,0.14,0.14,0.06,0.01,0.07,0.06,0.07
99561a1162,2021-2022,0.00,0.00,0.00,0.00,0.00,0.09,0.08,0.16,0.09,0.16
2cd597bef1,2021-2022,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.13,0.05,0.13
986ebc574d,2021-2022,0.20,0.00,0.20,0.20,0.20,0.02,0.08,0.10,0.02,0.10
6eac09634c,2021-2022,0.31,0.00,0.31,0.31,0.31,0.20,0.00,0.20,0.20,0.20
b8905513f7,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
67eb9deba4,2021-2022,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16
0273b7aff1,2021-2022,0.24,0.32,0.57,0.24,0.57,0.26,0.24,0.50,0.26,0.50
2b40b53300,2021-2022,0.00,0.12,0.12,0.00,0.12,0.05,0.11,0.17,0.05,0.17
37a463b3b9,2021-2022,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
fcfc10a684,2021-2022,0.10,0.20,0.31,0.10,0.31,0.11,0.17,0.28,0.11,0.28
e4bc7e43f6,2021-2022,0.00,0.28,0.28,0.00,0.28,0.08,0.17,0.25,0.08,0.25
1c3908b28a,2021-2022,0.00,0.00,0.00,0.00,0.00,0.12,0.01,0.13,0.12,0.13
8a8f31b1d1,2021-2022,0.79,0.14,0.93,0.72,0.86,0.60,0.09,0.69,0.45,0.55
02545d08ef,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
c5855253d9,2021-2022,0.43,0.00,0.43,0.40,0.40,0.38,0.04,0.41,0.35,0.39
772bd0b38e,2021-2022,0.00,0.00,0.00,0.00,0.00,0.50,0.04,0.54,0.50,0.54
2e85e93381,2021-2022,0.10,0.00,0.10,0.10,0.10,0.04,0.08,0.12,0.04,0.12
fb7a979862,2021-2022,0.14,0.00,0.14,0.14,0.14,0.15,0.10,0.25,0.15,0.25
ab599be0fb,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6621f404bd,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
79b0c331e5,2021-2022,0.34,0.15,0.49,0.34,0.49,0.30,0.22,0.52,0.30,0.51
26f1b17fc5,2021-2022,0.00,0.00,0.00,0.00,0.00,2.49,0.00,2.49,2.49,2.49
c32133a683,2021-2022,0.00,0.00,0.00,0.00,0.00,0.25,0.12,0.37,0.25,0.37
9b43138b65,2021-2022,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05
4c7659ef4f,2021-2022,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
1668361a96,2021-2022,0.15,0.33,0.48,0.06,0.39,0.15,0.34,0.49,0.08,0.41
ac7689bcb2,2021-2022,0.00,0.26,0.26,0.00,0.26,0.19,0.05,0.24,0.19,0.24
91bd353137,2021-2022,0.49,0.04,0.53,0.41,0.45,0.51,0.06,0.57,0.44,0.51
8764b424c7,2021-2022,0.45,0.09,0.54,0.45,0.54,0.47,0.20,0.66,0.47,0.66
b38b5a00f0,2021-2022,0.21,0.00,0.21,0.21,0.21,0.16,0.10,0.27,0.16,0.27
499eefa3dc,2021-2022,0.20,0.27,0.48,0.20,0.48,0.15,0.27,0.42,0.15,0.42
f2055665fe,2021-2022,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.11,0.02,0.11
93bd8e6a4b,2021-2022,0.03,0.03,0.06,0.03,0.06,0.04,0.02,0.06,0.04,0.06
6c7a25302e,2021-2022,0.37,0.09,0.46,0.37,0.46,0.32,0.16,0.49,0.32,0.49
bbff8fe396,2021-2022,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.11,0.08,0.11
7e1d38b0d2,2021-2022,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07
610f833b65,2021-2022,0.00,0.16,0.16,0.00,0.16,0.04,0.13,0.17,0.04,0.17
2f02e9f74a,2021-2022,0.35,0.05,0.40,0.35,0.40,0.32,0.07,0.39,0.32,0.39
c394912e2d,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
cf2d9b0729,2021-2022,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.04,0.03,0.04
f680fadd8e,2021-2022,0.00,0.79,0.79,0.00,0.79,0.10,0.13,0.23,0.10,0.23
8423aed1fb,2021-2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2706997759,2021-2022,0.75,0.00,0.75,0.50,0.50,0.74,0.02,0.76,0.54,0.57
4692cd2b18,2021-2022,0.08,0.00,0.08,0.08,0.08,0.03,0.06,0.09,0.03,0.09
e82d4431dd,2021-2022,0.00,0.00,0.00,0.00,0.00,0.38,0.03,0.41,0.38,0.41
d7b1c1bdfb,2021-2022,0.30,0.15,0.44,0.30,0.44,0.26,0.07,0.33,0.26,0.33
352ea4aed7,2021-2022,0.17,0.00,0.17,0.17,0.17,0.10,0.11,0.22,0.10,0.22
